見出し,読み,原型,品詞,品詞細分類,意味情報,大見出し,中見出し,小見出し,見出し番号,文番号
面白い,おもしろい,面白い,形容詞,*,代表表記:面白い/おもしろい 反義:形容詞:つまらない/つまらない,,,,0,0
話し,はなし,話し,名詞,普通名詞,代表表記:話し/はなしv 連用形名詞化:話す/はなす 補文ト,,,,0,0
が,が,が,助詞,格助詞,NIL,,,,0,0
ある,ある,ある,動詞,*,代表表記:有る/ある 反義:形容詞:無い/ない 補文ト,,,,0,0
のです,のです,のだ,助動詞,*,NIL,,,,0,0
よ,よ,よ,助詞,終助詞,NIL,,,,0,0
。,。,。,特殊,句点,NIL,,,,0,0
私,わたし,私,名詞,普通名詞,代表表記:私/わたし カテゴリ:人 漢字読み:訓,,,,0,1
の,の,の,助詞,接続助詞,NIL,,,,0,1
実験,じっけん,実験,名詞,サ変名詞,代表表記:実験/じっけん ドメイン:科学・技術 カテゴリ:抽象物,,,,0,1
談,だん,談,名詞,普通名詞,代表表記:談/だん カテゴリ:抽象物 漢字読み:音,,,,0,1
です,です,だ,判定詞,*,NIL,,,,0,1
が,が,が,助詞,接続助詞,NIL,,,,0,1
ね,ね,ね,助詞,終助詞,NIL,,,,0,1
。,。,。,特殊,句点,NIL,,,,0,1
こいつ,こいつ,こいつ,名詞,普通名詞,代表表記:こいつ/こいつ カテゴリ:人,,,,0,2
を,を,を,助詞,格助詞,NIL,,,,0,2
何とか,なんとか,何とか,副詞,*,代表表記:何とか/なんとか スル接続可能,,,,0,2
したら,したら,する,動詞,*,代表表記:する/する 自他動詞:自:成る/なる 付属動詞候補（基本）,,,,0,2
、,、,、,特殊,読点,NIL,,,,0,2
あなた,あなた,あなた,名詞,普通名詞,代表表記:あなた/あなた カテゴリ:人,,,,0,2
の,の,の,助詞,接続助詞,NIL,,,,0,2
探偵,たんてい,探偵,名詞,サ変名詞,代表表記:探偵/たんてい カテゴリ:人,,,,0,2
小説,しょうせつ,小説,名詞,普通名詞,代表表記:小説/しょうせつ ドメイン:文化・芸術 カテゴリ:抽象物,,,,0,2
の,の,の,助詞,接続助詞,NIL,,,,0,2
材料,ざいりょう,材料,名詞,普通名詞,代表表記:材料/ざいりょう カテゴリ:人工物-その他 〜を〜に構成語,,,,0,2
に,に,に,助詞,格助詞,NIL,,,,0,2
なら,なら,なる,動詞,*,代表表記:成る/なる 自他動詞:他:成す/なす;他:する/する,,,,0,2
ない,ない,ない,接尾辞,形容詞性述語接尾辞,代表表記:ない/ない,,,,0,2
もん,もん,もん,名詞,形式名詞,NIL,,,,0,2
で,で,だ,判定詞,*,NIL,,,,0,2
も,も,も,助詞,副助詞,NIL,,,,0,2
あり,あり,ある,接尾辞,動詞性接尾辞,代表表記:ある/ある,,,,0,2
ませ,ませ,ます,接尾辞,動詞性接尾辞,代表表記:ます/ます,,,,0,2
ん,ん,ぬ,助動詞,*,NIL,,,,0,2
よ,よ,よ,助詞,終助詞,NIL,,,,0,2
。,。,。,特殊,句点,NIL,,,,0,2
聞き,きき,聞く,動詞,*,代表表記:聞く/きく 自他動詞:自:聞こえる/きこえる 補文ト,,,,0,3
ます,ます,ます,接尾辞,動詞性接尾辞,代表表記:ます/ます,,,,0,3
か,か,か,助詞,接続助詞,NIL,,,,0,3
。,。,。,特殊,句点,NIL,,,,0,3
エ,エ,エ,未定義語,カタカナ,未知語:カタカナ 品詞推定:名詞,,,,0,4
、,、,、,特殊,読点,NIL,,,,0,4
是非,ぜひ,是非,副詞,*,代表表記:是非/ぜひ,,,,0,4
話せ,はなせ,話せる,動詞,*,代表表記:話せる/はなせる 可能動詞:話す/はなす 補文ト,,,,0,4
って,って,う,接尾辞,動詞性接尾辞,代表表記:う/う,,,,0,4
。,。,。,特殊,句点,NIL,,,,0,4
それ,それ,それ,指示詞,名詞形態指示詞,NIL,,,,0,5
じゃ,じゃ,じゃ,助詞,副助詞,標準:で/で+は/は,,,,0,5
至って,いたって,至る,動詞,*,代表表記:至る/いたる,,,,0,5
話し,はなし,話す,動詞,*,代表表記:話す/はなす 補文ト,,,,0,5
下手で,へたで,下手だ,形容詞,*,代表表記:下手だ/へただ 反義:形容詞:上手い/うまい;形容詞:上手だ/じょうずだ,,,,0,5
お,お,お,接頭辞,名詞接頭辞,代表表記:御/お,,,,0,5
聞き,きき,聞く,動詞,*,代表表記:聞く/きく 自他動詞:自:聞こえる/きこえる 補文ト,,,,0,5
づらい,づらい,づらい,接尾辞,形容詞性述語接尾辞,代表表記:づらい/づらい 反義:接尾辞-形容詞性述語接尾辞:やすい/やすい,,,,0,5
でしょう,でしょう,だろう,助動詞,*,NIL,,,,0,5
が,が,が,助詞,接続助詞,NIL,,,,0,5
、,、,、,特殊,読点,NIL,,,,0,5
一,いち,一,名詞,数詞,カテゴリ:数量,,,,0,5
つ,つ,つ,接尾辞,名詞性名詞助数辞,代表表記:つ/つ 準内容語 連語由来,,,,0,5
お,お,お,接頭辞,名詞接頭辞,代表表記:御/お,,,,0,5
話,はなし,話,名詞,サ変名詞,代表表記:話/はなし カテゴリ:抽象物 動詞派生:話す/はなす 漢字読み:訓,,,,0,5
し,し,する,動詞,*,代表表記:する/する 自他動詞:自:成る/なる 付属動詞候補（基本）,,,,0,5
ましょう,ましょう,ます,接尾辞,動詞性接尾辞,代表表記:ます/ます,,,,0,5
か,か,か,助詞,接続助詞,NIL,,,,0,5
ね,ね,ね,助詞,終助詞,NIL,,,,0,5
。,。,。,特殊,句点,NIL,,,,0,5
決して,けっして,決して,副詞,*,代表表記:決して/けっして,,,,0,6
作り,つくり,作る,動詞,*,代表表記:作る/つくる,,,,0,6
話し,はなし,話す,動詞,*,代表表記:話す/はなす 補文ト,,,,0,6
じゃ,じゃ,だ,判定詞,*,NIL,,,,0,6
ない,ない,ない,接尾辞,形容詞性述語接尾辞,代表表記:ない/ない,,,,0,6
のです,のです,のだ,助動詞,*,NIL,,,,0,6
よ,よ,よ,助詞,終助詞,NIL,,,,0,6
。,。,。,特殊,句点,NIL,,,,0,6
と,と,と,助詞,格助詞,NIL,,,,0,7
、,、,、,特殊,読点,NIL,,,,0,7
お,お,お,接頭辞,名詞接頭辞,代表表記:御/お,,,,0,7
断り,ことわり,断る,動詞,*,代表表記:断る/ことわる,,,,0,7
する,する,する,動詞,*,代表表記:する/する 自他動詞:自:成る/なる 付属動詞候補（基本）,,,,0,7
訳,やく,訳,名詞,普通名詞,代表表記:訳/やく ドメイン:文化・芸術 カテゴリ:抽象物 漢字読み:音,,,,0,7
は,は,は,助詞,副助詞,NIL,,,,0,7
、,、,、,特殊,読点,NIL,,,,0,7
この,この,この,指示詞,連体詞形態指示詞,NIL,,,,0,7
