表層形,品詞,品詞細分類(1),品詞細分類(2),品詞細分類(3),活用型,活用形,原形,読み,発音,カテゴリー
二人,名詞,一般,*,*,*,*,二人,フタリ,フタリ,< 章なし >
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,< 章なし >
湯,名詞,一般,*,*,*,*,湯,ユ,ユ,< 章なし >
から,助詞,格助詞,一般,*,*,*,から,カラ,カラ,< 章なし >
上っ,動詞,自立,*,*,五段・ラ行,連用タ接続,上る,ノボッ,ノボッ,< 章なし >
て,助詞,接続助詞,*,*,*,*,て,テ,テ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
一,名詞,数,*,*,*,*,一,イチ,イチ,< 章なし >
局,名詞,接尾,助数詞,*,*,*,局,キョク,キョク,< 章なし >
囲ん,動詞,自立,*,*,五段・マ行,連用タ接続,囲む,カコン,カコン,< 章なし >
だ,助動詞,*,*,*,特殊・タ,基本形,だ,ダ,ダ,< 章なし >
後,名詞,非自立,副詞可能,*,*,*,後,ノチ,ノチ,< 章なし >
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,< 章なし >
煙草,名詞,一般,*,*,*,*,煙草,タバコ,タバコ,< 章なし >
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,< 章なし >
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,< 章なし >
て,助詞,接続助詞,*,*,*,*,て,テ,テ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
渋い,形容詞,自立,*,*,形容詞・アウオ段,基本形,渋い,シブイ,シブイ,< 章なし >
煎茶,名詞,一般,*,*,*,*,煎茶,センチャ,センチャ,< 章なし >
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,< 章なし >
啜り,動詞,自立,*,*,五段・ラ行,連用形,啜る,ススリ,ススリ,< 章なし >
ながら,助詞,接続助詞,*,*,*,*,ながら,ナガラ,ナガラ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
何時,名詞,代名詞,一般,*,*,*,何時,イツ,イツ,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
様,名詞,非自立,助動詞語幹,*,*,*,様,ヨウ,ヨー,< 章なし >
に,助詞,副詞化,*,*,*,*,に,ニ,ニ,< 章なし >
ボツリボツリ,名詞,一般,*,*,*,*,*,*,*,< 章なし >
と,助詞,並立助詞,*,*,*,*,と,ト,ト,< 章なし >
世間話,名詞,固有名詞,一般,*,*,*,世間話,セケンバナシ,セケンバナシ,< 章なし >
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,< 章なし >
取交し,動詞,自立,*,*,五段・サ行,連用形,取交す,トリカワシ,トリカワシ,< 章なし >
て,助詞,接続助詞,*,*,*,*,て,テ,テ,< 章なし >
い,動詞,非自立,*,*,一段,連用形,いる,イ,イ,< 章なし >
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,< 章なし >
。,記号,句点,*,*,*,*,。,。,。,< 章なし >
穏,名詞,一般,*,*,*,*,*,*,*,< 章なし >
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,< 章なし >
な,助詞,終助詞,*,*,*,*,な,ナ,ナ,< 章なし >
冬の日,名詞,固有名詞,一般,*,*,*,冬の日,フユノヒ,フユノヒ,< 章なし >
光,名詞,接尾,一般,*,*,*,光,コウ,コー,< 章なし >
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,< 章なし >
障子,名詞,一般,*,*,*,*,障子,ショウジ,ショージ,< 章なし >
一,名詞,数,*,*,*,*,一,イチ,イチ,< 章なし >
杯,名詞,接尾,助数詞,*,*,*,杯,ハイ,ハイ,< 章なし >
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,< 章なし >
拡,名詞,固有名詞,人名,名,*,*,拡,ヒロシ,ヒロシ,< 章なし >
って,助詞,格助詞,連語,*,*,*,って,ッテ,ッテ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
八,名詞,数,*,*,*,*,八,ハチ,ハチ,< 章なし >
畳,名詞,接尾,助数詞,*,*,*,畳,ジョウ,ジョー,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
座敷,名詞,一般,*,*,*,*,座敷,ザシキ,ザシキ,< 章なし >
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,< 章なし >
ほか,名詞,副詞可能,*,*,*,*,ほか,ホカ,ホカ,< 章なし >
ほか,名詞,副詞可能,*,*,*,*,ほか,ホカ,ホカ,< 章なし >
と,助詞,格助詞,引用,*,*,*,と,ト,ト,< 章なし >
暖め,動詞,自立,*,*,一段,連用形,暖める,アタタメ,アタタメ,< 章なし >
て,助詞,接続助詞,*,*,*,*,て,テ,テ,< 章なし >
い,動詞,非自立,*,*,一段,連用形,いる,イ,イ,< 章なし >
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,< 章なし >
。,記号,句点,*,*,*,*,。,。,。,< 章なし >
大きな,連体詞,*,*,*,*,*,大きな,オオキナ,オーキナ,< 章なし >
桐,名詞,一般,*,*,*,*,桐,キリ,キリ,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
火鉢,名詞,一般,*,*,*,*,火鉢,ヒバチ,ヒバチ,< 章なし >
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,< 章なし >
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,< 章なし >
銀,名詞,一般,*,*,*,*,銀,ギン,ギン,< 章なし >
瓶,名詞,一般,*,*,*,*,瓶,ビン,ビン,< 章なし >
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,< 章なし >
眠気,名詞,一般,*,*,*,*,眠気,ネムケ,ネムケ,< 章なし >
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,< 章なし >
誘う,動詞,自立,*,*,五段・ワ行促音便,基本形,誘う,サソウ,サソウ,< 章なし >
様,名詞,非自立,助動詞語幹,*,*,*,様,ヨウ,ヨー,< 章なし >
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,< 章なし >
音,名詞,一般,*,*,*,*,音,オト,オト,< 章なし >
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,< 章なし >
立てて,副詞,一般,*,*,*,*,立てて,タテテ,タテテ,< 章なし >
沸,名詞,一般,*,*,*,*,沸,ニエ,ニエ,< 章なし >
って,助詞,格助詞,連語,*,*,*,って,ッテ,ッテ,< 章なし >
い,動詞,自立,*,*,一段,連用形,いる,イ,イ,< 章なし >
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,< 章なし >
。,記号,句点,*,*,*,*,。,。,。,< 章なし >
夢,名詞,一般,*,*,*,*,夢,ユメ,ユメ,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
様,名詞,非自立,助動詞語幹,*,*,*,様,ヨウ,ヨー,< 章なし >
に,助詞,副詞化,*,*,*,*,に,ニ,ニ,< 章なし >
のどか,名詞,形容動詞語幹,*,*,*,*,のどか,ノドカ,ノドカ,< 章なし >
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,< 章なし >
冬,名詞,一般,*,*,*,*,冬,フユ,フユ,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
温泉場,名詞,固有名詞,一般,*,*,*,温泉場,オンセンバ,オンセンバ,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
午後,名詞,副詞可能,*,*,*,*,午後,ゴゴ,ゴゴ,< 章なし >
で,助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,< 章なし >
あっ,助動詞,*,*,*,五段・ラ行アル,連用タ接続,ある,アッ,アッ,< 章なし >
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,< 章なし >
。,記号,句点,*,*,*,*,。,。,。,< 章なし >
無意味,名詞,形容動詞語幹,*,*,*,*,無意味,ムイミ,ムイミ,< 章なし >
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,< 章なし >
世間話,名詞,固有名詞,一般,*,*,*,世間話,セケンバナシ,セケンバナシ,< 章なし >
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,< 章なし >
何時の間にか,副詞,一般,*,*,*,*,何時の間にか,イツノマニカ,イツノマニカ,< 章なし >
懐旧,名詞,一般,*,*,*,*,懐旧,カイキュウ,カイキュー,< 章なし >
談,名詞,接尾,一般,*,*,*,談,ダン,ダン,< 章なし >
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,< 章なし >
入っ,動詞,自立,*,*,五段・ラ行,連用タ接続,入る,ハイッ,ハイッ,< 章なし >
て,助詞,接続助詞,*,*,*,*,て,テ,テ,< 章なし >
行っ,動詞,非自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,< 章なし >
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,< 章なし >
。,記号,句点,*,*,*,*,。,。,。,< 章なし >
客,名詞,一般,*,*,*,*,客,キャク,キャク,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
斎藤氏,名詞,固有名詞,一般,*,*,*,斎藤氏,サイトウシ,サイトーシ,< 章なし >
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,< 章なし >
青島,名詞,固有名詞,地域,一般,*,*,青島,チンタオ,チンタオ,< 章なし >
役,名詞,接尾,一般,*,*,*,役,ヤク,ヤク,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
実戦,名詞,サ変接続,*,*,*,*,実戦,ジッセン,ジッセン,< 章なし >
談,名詞,接尾,一般,*,*,*,談,ダン,ダン,< 章なし >
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,< 章なし >
語り,動詞,自立,*,*,五段・ラ行,連用形,語る,カタリ,カタリ,< 章なし >
始め,動詞,非自立,*,*,一段,連用形,始める,ハジメ,ハジメ,< 章なし >
て,助詞,接続助詞,*,*,*,*,て,テ,テ,< 章なし >
い,動詞,非自立,*,*,一段,連用形,いる,イ,イ,< 章なし >
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,< 章なし >
。,記号,句点,*,*,*,*,。,。,。,< 章なし >
部屋,名詞,一般,*,*,*,*,部屋,ヘヤ,ヘヤ,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
あるじ,名詞,一般,*,*,*,*,あるじ,アルジ,アルジ,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
井原,名詞,固有名詞,人名,姓,*,*,井原,イハラ,イハラ,< 章なし >
氏,名詞,接尾,人名,*,*,*,氏,シ,シ,< 章なし >
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,< 章なし >
火鉢,名詞,一般,*,*,*,*,火鉢,ヒバチ,ヒバチ,< 章なし >
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,< 章なし >
軽く,形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,軽い,カルク,カルク,< 章なし >
手,名詞,一般,*,*,*,*,手,テ,テ,< 章なし >
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,< 章なし >
翳し,動詞,自立,*,*,五段・サ行,連用形,翳す,カザシ,カザシ,< 章なし >
ながら,助詞,接続助詞,*,*,*,*,ながら,ナガラ,ナガラ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
黙っ,動詞,自立,*,*,五段・ラ行,連用タ接続,黙る,ダマッ,ダマッ,< 章なし >
て,助詞,接続助詞,*,*,*,*,て,テ,テ,< 章なし >
その,連体詞,*,*,*,*,*,その,ソノ,ソノ,< 章なし >
血腥い,形容詞,自立,*,*,形容詞・アウオ段,基本形,血腥い,チナマグサイ,チナマグサイ,< 章なし >
話,名詞,サ変接続,*,*,*,*,話,ハナシ,ハナシ,< 章なし >
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,< 章なし >
聞,名詞,一般,*,*,*,*,*,*,*,< 章なし >
入っ,動詞,自立,*,*,五段・ラ行,連用タ接続,入る,ハイッ,ハイッ,< 章なし >
て,助詞,接続助詞,*,*,*,*,て,テ,テ,< 章なし >
い,動詞,非自立,*,*,一段,連用形,いる,イ,イ,< 章なし >
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,< 章なし >
。,記号,句点,*,*,*,*,。,。,。,< 章なし >
幽か,名詞,形容動詞語幹,*,*,*,*,幽か,カスカ,カスカ,< 章なし >
に,助詞,副詞化,*,*,*,*,に,ニ,ニ,< 章なし >
鶯,名詞,一般,*,*,*,*,鶯,ウグイス,ウグイス,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
遠音,名詞,一般,*,*,*,*,遠音,トオネ,トーネ,< 章なし >
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
話,名詞,サ変接続,*,*,*,*,話,ハナシ,ハナシ,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
合の手,名詞,一般,*,*,*,*,合の手,アイノテ,アイノテ,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
様,名詞,非自立,助動詞語幹,*,*,*,様,ヨウ,ヨー,< 章なし >
に,助詞,副詞化,*,*,*,*,に,ニ,ニ,< 章なし >
聞え,動詞,自立,*,*,一段,連用形,聞える,キコエ,キコエ,< 章なし >
て,助詞,接続助詞,*,*,*,*,て,テ,テ,< 章なし >
来,動詞,非自立,*,*,カ変・来ル,連用形,来る,キ,キ,< 章なし >
たり,助詞,並立助詞,*,*,*,*,たり,タリ,タリ,< 章なし >
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,< 章なし >
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,< 章なし >
。,記号,句点,*,*,*,*,。,。,。,< 章なし >
