表層形,品詞,品詞細分類(1),品詞細分類(2),品詞細分類(3),活用型,活用形,原形,読み,発音,カテゴリー
木々高太郎,名詞,固有名詞,人名,一般,*,*,木々高太郎,キギタカタロウ,キギタカタロー,< 章なし >
君,名詞,接尾,人名,*,*,*,君,クン,クン,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
「,記号,括弧開,*,*,*,*,「,「,「,< 章なし >
新泉,名詞,固有名詞,地域,一般,*,*,新泉,ニイノミ,ニーノミ,< 章なし >
録,名詞,接尾,一般,*,*,*,録,ロク,ロク,< 章なし >
」,記号,括弧閉,*,*,*,*,」,」,」,< 章なし >
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,< 章なし >
對,名詞,一般,*,*,*,*,*,*,*,< 章なし >
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,< 章なし >
成,名詞,固有名詞,地域,一般,*,*,成,ナル,ナル,< 章なし >
可,名詞,接尾,一般,*,*,*,可,カ,カ,< 章なし >
く,動詞,非自立,*,*,五段・カ行促音便,基本形,く,ク,ク,< 章なし >
無遠慮,名詞,形容動詞語幹,*,*,*,*,無遠慮,ブエンリョ,ブエンリョ,< 章なし >
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,< 章なし >
感想,名詞,一般,*,*,*,*,感想,カンソウ,カンソー,< 章なし >
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,< 章なし >
書け,動詞,自立,*,*,一段,連用形,書ける,カケ,カケ,< 章なし >
とい,動詞,非自立,*,*,五段・カ行イ音便,連用タ接続,とく,トイ,トイ,< 章なし >
つ,助動詞,*,*,*,下二・タ行,基本形,つ,ツ,ツ,< 章なし >
て,助詞,接続助詞,*,*,*,*,て,テ,テ,< 章なし >
雜誌,名詞,一般,*,*,*,*,*,*,*,< 章なし >
ロック,名詞,サ変接続,*,*,*,*,ロック,ロック,ロック,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
山崎,名詞,固有名詞,人名,姓,*,*,山崎,ヤマザキ,ヤマザキ,< 章なし >
君,名詞,接尾,人名,*,*,*,君,クン,クン,< 章なし >
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,< 章なし >
新泉,名詞,固有名詞,地域,一般,*,*,新泉,ニイノミ,ニーノミ,< 章なし >
録,名詞,接尾,一般,*,*,*,録,ロク,ロク,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
原稿,名詞,一般,*,*,*,*,原稿,ゲンコウ,ゲンコー,< 章なし >
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,< 章なし >
見せ,動詞,自立,*,*,一段,連用形,見せる,ミセ,ミセ,< 章なし >
て,助詞,接続助詞,*,*,*,*,て,テ,テ,< 章なし >
くれ,動詞,非自立,*,*,一段・クレル,連用形,くれる,クレ,クレ,< 章なし >
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,< 章なし >
。,記号,句点,*,*,*,*,。,。,。,< 章なし >
山崎,名詞,固有名詞,人名,姓,*,*,山崎,ヤマザキ,ヤマザキ,< 章なし >
君,名詞,接尾,人名,*,*,*,君,クン,クン,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
内心,名詞,一般,*,*,*,*,内心,ナイシン,ナイシン,< 章なし >
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,< 章なし >
私達,名詞,固有名詞,一般,*,*,*,私達,ワタシタチ,ワタシタチ,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
間,名詞,一般,*,*,*,*,間,マ,マ,< 章なし >
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,< 章なし >
活溌,名詞,形容動詞語幹,*,*,*,*,活溌,カッパツ,カッパツ,< 章なし >
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,< 章なし >
論,名詞,一般,*,*,*,*,論,ロン,ロン,< 章なし >
爭,名詞,一般,*,*,*,*,*,*,*,< 章なし >
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,< 章なし >
期待,名詞,サ変接続,*,*,*,*,期待,キタイ,キタイ,< 章なし >
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,< 章なし >
て,助詞,接続助詞,*,*,*,*,て,テ,テ,< 章なし >
ゐる,動詞,自立,*,*,一段,基本形,ゐる,ヰル,イル,< 章なし >
模,名詞,一般,*,*,*,*,模,カタギ,カタギ,< 章なし >
樣,名詞,一般,*,*,*,*,*,*,*,< 章なし >
で,助詞,格助詞,一般,*,*,*,で,デ,デ,< 章なし >
あつ,形容詞,自立,*,*,形容詞・アウオ段,ガル接続,あつい,アツ,アツ,< 章なし >
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,< 章なし >
が,助詞,接続助詞,*,*,*,*,が,ガ,ガ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
木々,名詞,一般,*,*,*,*,木々,キギ,キギ,< 章なし >
君,名詞,接尾,人名,*,*,*,君,クン,クン,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
考,名詞,一般,*,*,*,*,考,コウ,コー,< 章なし >
へ,助詞,格助詞,一般,*,*,*,へ,ヘ,エ,< 章なし >
と,助詞,格助詞,引用,*,*,*,と,ト,ト,< 章なし >
私,名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
考,名詞,一般,*,*,*,*,考,コウ,コー,< 章なし >
へ,助詞,格助詞,一般,*,*,*,へ,ヘ,エ,< 章なし >
と,助詞,格助詞,引用,*,*,*,と,ト,ト,< 章なし >
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,< 章なし >
故,接頭詞,名詞接続,*,*,*,*,故,コ,コ,< 章なし >
甲賀三郎,名詞,固有名詞,人名,一般,*,*,甲賀三郎,コウガサブロウ,コーガサブロー,< 章なし >
君,名詞,接尾,人名,*,*,*,君,クン,クン,< 章なし >
と,助詞,格助詞,一般,*,*,*,と,ト,ト,< 章なし >
木々,名詞,一般,*,*,*,*,木々,キギ,キギ,< 章なし >
君,名詞,接尾,人名,*,*,*,君,クン,クン,< 章なし >
と,助詞,並立助詞,*,*,*,*,と,ト,ト,< 章なし >
程,名詞,副詞可能,*,*,*,*,程,ホド,ホド,< 章なし >
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,< 章なし >
相違,名詞,サ変接続,*,*,*,*,相違,ソウイ,ソーイ,< 章なし >
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,< 章なし >
て,助詞,接続助詞,*,*,*,*,て,テ,テ,< 章なし >
ゐ,動詞,自立,*,*,一段,未然形,ゐる,ヰ,イ,< 章なし >
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,< 章なし >
ので,助詞,接続助詞,*,*,*,*,ので,ノデ,ノデ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
論,名詞,一般,*,*,*,*,論,ロン,ロン,< 章なし >
爭,名詞,一般,*,*,*,*,*,*,*,< 章なし >
