表層形,品詞,品詞細分類(1),品詞細分類(2),品詞細分類(3),活用型,活用形,原形,読み,発音,大見出し,中見出し,小見出し,見出し番号,文番号
「,記号,括弧開,*,*,*,*,「,「,「,,,,0,0
珍,名詞,一般,*,*,*,*,珍,チン,チン,,,,0,0
らしい,助動詞,*,*,*,形容詞・イ段,基本形,らしい,ラシイ,ラシイ,,,,0,0
話,名詞,サ変接続,*,*,*,*,話,ハナシ,ハナシ,,,,0,0
と,助詞,格助詞,引用,*,*,*,と,ト,ト,,,,0,0
おっしゃる,動詞,自立,*,*,五段・ラ行特殊,基本形,おっしゃる,オッシャル,オッシャル,,,,0,0
の,名詞,非自立,一般,*,*,*,の,ノ,ノ,,,,0,0
です,助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,,,,0,0
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,,,,0,0
、,記号,読点,*,*,*,*,、,、,、,,,,0,0
それでは,接続詞,*,*,*,*,*,それでは,ソレデハ,ソレデワ,,,,0,0
こんな,連体詞,*,*,*,*,*,こんな,コンナ,コンナ,,,,0,0
話,名詞,サ変接続,*,*,*,*,話,ハナシ,ハナシ,,,,0,0
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,,,,0,0
どうでしょう,名詞,固有名詞,一般,*,*,*,どうでしょう,ドウデショウ,ドーデショー,,,,0,0
」,記号,括弧閉,*,*,*,*,」,」,」,,,,0,0
ある時,名詞,一般,*,*,*,*,ある時,アルトキ,アルトキ,,,,0,0
、,記号,読点,*,*,*,*,、,、,、,,,,0,0
五,名詞,数,*,*,*,*,五,ゴ,ゴ,,,,0,0
、,記号,読点,*,*,*,*,、,、,、,,,,0,0
六,名詞,数,*,*,*,*,六,ロク,ロク,,,,0,0
人,名詞,接尾,助数詞,*,*,*,人,ニン,ニン,,,,0,0
