表層形,品詞,品詞細分類(1),品詞細分類(2),品詞細分類(3),活用型,活用形,原形,読み,発音,大見出し,中見出し,小見出し,見出し番号,文番号
僕,名詞,代名詞,一般,*,*,*,僕,ボク,ボク,,一,,0,0
の,助詞,連体化,*,*,*,*,の,ノ,ノ,,一,,0,0
書生,名詞,一般,*,*,*,*,書生,ショセイ,ショセイ,,一,,0,0
時代,名詞,一般,*,*,*,*,時代,ジダイ,ジダイ,,一,,0,0
の,助詞,連体化,*,*,*,*,の,ノ,ノ,,一,,0,0
話し,動詞,自立,*,*,五段・サ行,連用形,話す,ハナシ,ハナシ,,一,,0,0
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ,,一,,0,0
から,助詞,接続助詞,*,*,*,*,から,カラ,カラ,,一,,0,0
、,記号,読点,*,*,*,*,、,、,、,,一,,0,0
随分,副詞,助詞類接続,*,*,*,*,随分,ズイブン,ズイブン,,一,,0,0
古い,形容詞,自立,*,*,形容詞・アウオ段,基本形,古い,フルイ,フルイ,,一,,0,0
こと,名詞,非自立,一般,*,*,*,こと,コト,コト,,一,,0,0
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ,,一,,0,0
。,記号,句点,*,*,*,*,。,。,。,,一,,0,0
年代,名詞,一般,*,*,*,*,年代,ネンダイ,ネンダイ,,一,,0,1
など,助詞,副助詞,*,*,*,*,など,ナド,ナド,,一,,0,1
も,助詞,係助詞,*,*,*,*,も,モ,モ,,一,,0,1
ハッキリ,副詞,助詞類接続,*,*,*,*,ハッキリ,ハッキリ,ハッキリ,,一,,0,1
し,動詞,自立,*,*,サ変・スル,未然形,する,シ,シ,,一,,0,1
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,,一,,0,1
が,助詞,接続助詞,*,*,*,*,が,ガ,ガ,,一,,0,1
、,記号,読点,*,*,*,*,、,、,、,,一,,0,1
何,名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,,一,,0,1
でも,助詞,副助詞,*,*,*,*,でも,デモ,デモ,,一,,0,1
、,記号,読点,*,*,*,*,、,、,、,,一,,0,1
日露戦争,名詞,固有名詞,一般,*,*,*,日露戦争,ニチロセンソウ,ニチロセンソー,,一,,0,1
の,助詞,連体化,*,*,*,*,の,ノ,ノ,,一,,0,1
すぐ,副詞,助詞類接続,*,*,*,*,すぐ,スグ,スグ,,一,,0,1
あと,名詞,一般,*,*,*,*,あと,アト,アト,,一,,0,1
だっ,助動詞,*,*,*,特殊・ダ,連用タ接続,だ,ダッ,ダッ,,一,,0,1
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,,一,,0,1
と,助詞,格助詞,引用,*,*,*,と,ト,ト,,一,,0,1
思う,動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモウ,,一,,0,1
。,記号,句点,*,*,*,*,。,。,。,,一,,0,1
その,連体詞,*,*,*,*,*,その,ソノ,ソノ,,一,,0,2
頃,名詞,非自立,副詞可能,*,*,*,頃,コロ,コロ,,一,,0,2
、,記号,読点,*,*,*,*,、,、,、,,一,,0,2
僕,名詞,代名詞,一般,*,*,*,僕,ボク,ボク,,一,,0,2
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,,一,,0,2
中学校,名詞,一般,*,*,*,*,中学校,チュウガッコウ,チューガッコー,,一,,0,2
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,,一,,0,2
出,動詞,自立,*,*,一段,連用形,出る,デ,デ,,一,,0,2
て,助詞,接続助詞,*,*,*,*,て,テ,テ,,一,,0,2
、,記号,読点,*,*,*,*,、,、,、,,一,,0,2
さて,接続詞,*,*,*,*,*,さて,サテ,サテ,,一,,0,2
、,記号,読点,*,*,*,*,、,、,、,,一,,0,2
上の,名詞,固有名詞,地域,一般,*,*,上の,ウエノ,ウエノ,,一,,0,2
学校,名詞,一般,*,*,*,*,学校,ガッコウ,ガッコー,,一,,0,2
へ,助詞,格助詞,一般,*,*,*,へ,ヘ,エ,,一,,0,2
入り,動詞,自立,*,*,五段・ラ行,連用形,入る,ハイリ,ハイリ,,一,,0,2
たい,助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ,,一,,0,2
の,名詞,非自立,一般,*,*,*,の,ノ,ノ,,一,,0,2
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ,,一,,0,2
けれど,助詞,接続助詞,*,*,*,*,けれど,ケレド,ケレド,,一,,0,2
、,記号,読点,*,*,*,*,、,、,、,,一,,0,2
当時,名詞,副詞可能,*,*,*,*,当時,トウジ,トージ,,一,,0,2
まだ,副詞,助詞類接続,*,*,*,*,まだ,マダ,マダ,,一,,0,2
僕,名詞,代名詞,一般,*,*,*,僕,ボク,ボク,,一,,0,2
の,助詞,連体化,*,*,*,*,の,ノ,ノ,,一,,0,2
地方,名詞,一般,*,*,*,*,地方,チホウ,チホー,,一,,0,2
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,,一,,0,2
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,,一,,0,2
高等学校,名詞,固有名詞,一般,*,*,*,高等学校,コウトウガッコウ,コートーガッコー,,一,,0,2
も,助詞,係助詞,*,*,*,*,も,モ,モ,,一,,0,2
なし,形容詞,自立,*,*,形容詞・アウオ段,文語基本形,ない,ナシ,ナシ,,一,,0,2
、,記号,読点,*,*,*,*,、,、,、,,一,,0,2
そう,副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,,一,,0,2
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,,一,,0,2
と,助詞,格助詞,引用,*,*,*,と,ト,ト,,一,,0,2
いっ,動詞,自立,*,*,五段・ワ行促音便,連用タ接続,いう,イッ,イッ,,一,,0,2
て,助詞,接続助詞,*,*,*,*,て,テ,テ,,一,,0,2
、,記号,読点,*,*,*,*,、,、,、,,一,,0,2
東京,名詞,固有名詞,地域,一般,*,*,東京,トウキョウ,トーキョー,,一,,0,2
へ,助詞,格助詞,一般,*,*,*,へ,ヘ,エ,,一,,0,2
出て,名詞,一般,*,*,*,*,出し手,ダシテ,ダシテ,,一,,0,2
勉強,名詞,サ変接続,*,*,*,*,勉強,ベンキョウ,ベンキョー,,一,,0,2
さ,動詞,自立,*,*,サ変・スル,未然レル接続,する,サ,サ,,一,,0,2
せ,動詞,接尾,*,*,一段,連用形,せる,セ,セ,,一,,0,2
て,助詞,接続助詞,*,*,*,*,て,テ,テ,,一,,0,2
もらう,動詞,非自立,*,*,五段・ワ行促音便,基本形,もらう,モラウ,モラウ,,一,,0,2
程,助詞,副助詞,*,*,*,*,程,ホド,ホド,,一,,0,2
、,記号,読点,*,*,*,*,、,、,、,,一,,0,2
家,名詞,一般,*,*,*,*,家,イエ,イエ,,一,,0,2
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,,一,,0,2
豊,名詞,固有名詞,地域,一般,*,*,豊,ユタカ,ユタカ,,一,,0,2
で,助詞,格助詞,一般,*,*,*,で,デ,デ,,一,,0,2
も,助詞,係助詞,*,*,*,*,も,モ,モ,,一,,0,2
なかっ,形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,ない,ナカッ,ナカッ,,一,,0,2
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,,一,,0,2
ので,助詞,接続助詞,*,*,*,*,ので,ノデ,ノデ,,一,,0,2
、,記号,読点,*,*,*,*,、,、,、,,一,,0,2
